split,gate_id,min_delta,safe_probability_threshold,candidate_ev_rank_max,rows,fires,fire_rate,avg_gain,median_gain,false_positive_count,false_positive_rate,p95_loss,p99_loss,max_loss,oracle_precision,oracle_recall,oracle_jaccard,hard_negative_fired,first_fires,second_fires
holdout,m2_p0.95_k3,2.0,0.95,3,6006,357,0.05944055944055944,3.824382922145165,3.1015625,15,0.04201680672268908,0.0,4.72947462081909,12.74428653717041,0.7927170868347339,0.347239263803681,0.31833520809898763,3,151,206
holdout,m2_p0.95_k5,2.0,0.95,5,6006,365,0.060772560772560776,3.7812512677826295,3.077479600906372,16,0.043835616438356165,0.0,4.674552936553964,12.74428653717041,0.7917808219178082,0.35460122699386504,0.32435465768799104,4,153,212
holdout,m2.25_p0.8_k1,2.25,0.8,1,6006,273,0.045454545454545456,4.312706532932463,3.5050933361053467,12,0.04395604395604396,0.0,3.090688514709422,11.629940032958984,0.8095238095238095,0.27116564417177913,0.2549019607843137,3,127,146
holdout,m2.25_p0.8_k2,2.25,0.8,2,6006,318,0.052947052947052944,4.039638337380481,3.369990348815918,18,0.05660377358490566,0.10633179694414013,4.373910713195796,12.74428653717041,0.7987421383647799,0.3116564417177914,0.28896473265073946,4,141,177
holdout,m2.25_p0.8_k3,2.25,0.8,3,6006,327,0.05444555444555445,3.9368171121366893,3.3370494842529297,20,0.06116207951070336,0.3742215543985331,4.93543093681336,12.74428653717041,0.7828746177370031,0.3141104294478528,0.28893905191873587,4,144,183
holdout,m2.25_p0.8_k5,2.25,0.8,5,6006,331,0.05511155511155511,3.9149942000106743,3.3370494842529297,21,0.0634441087613293,0.47937989234924316,4.9079700946807785,12.74428653717041,0.7794561933534743,0.3165644171779141,0.2905405405405405,5,146,185
holdout,m2.25_p0.85_k1,2.25,0.85,1,6006,270,0.04495504495504495,4.347238680609951,3.5469167232513428,11,0.040740740740740744,0.0,3.1463850498199504,11.629940032958984,0.8111111111111111,0.2687116564417178,0.2528868360277136,3,125,145
holdout,m2.25_p0.85_k2,2.25,0.85,2,6006,313,0.05211455211455211,4.106074630547636,3.459646701812744,15,0.04792332268370607,0.0,4.204619216918937,12.74428653717041,0.805111821086262,0.30920245398773005,0.2876712328767123,4,139,174
holdout,m2.25_p0.85_k3,2.25,0.85,3,6006,321,0.05344655344655345,4.011086131089201,3.364980697631836,17,0.0529595015576324,0.15310999751091003,4.976622200012215,12.74428653717041,0.7912772585669782,0.3116564417177914,0.28798185941043086,4,141,180
holdout,m2.25_p0.85_k5,2.25,0.85,5,6006,325,0.05411255411255411,3.9879462541983677,3.364980697631836,18,0.055384615384615386,0.4058089196682012,4.949161357879633,12.74428653717041,0.7876923076923077,0.3141104294478528,0.2895927601809955,5,143,182
holdout,m2.25_p0.9_k1,2.25,0.9,1,6006,266,0.04428904428904429,4.383013268610589,3.5557057857513428,10,0.03759398496240601,0.0,3.2206470966339533,11.629940032958984,0.8157894736842105,0.26625766871165646,0.2511574074074074,3,123,143
holdout,m2.25_p0.9_k2,2.25,0.9,2,6006,308,0.05128205128205128,4.152075385408742,3.467128276824951,13,0.04220779220779221,0.0,4.297446775436414,12.74428653717041,0.8116883116883117,0.3067484662576687,0.286368843069874,4,136,172
holdout,m2.25_p0.9_k3,2.25,0.9,3,6006,316,0.052614052614052616,4.054419327291507,3.3863210678100586,15,0.04746835443037975,0.0,5.010948252677933,12.74428653717041,0.7974683544303798,0.30920245398773005,0.28668941979522183,4,138,178
holdout,m2.25_p0.9_k5,2.25,0.9,5,6006,320,0.05328005328005328,4.030376224871725,3.3863210678100586,16,0.05,0.007655499875547242,4.983487410545351,12.74428653717041,0.79375,0.3116564417177914,0.2883087400681044,5,140,180
holdout,m2.25_p0.95_k1,2.25,0.95,1,6006,261,0.043456543456543456,4.427612746355634,3.560546875,8,0.03065134099616858,0.0,3.313474655151325,11.629940032958984,0.8275862068965517,0.2650306748466258,0.25116279069767444,2,119,142
holdout,m2.25_p0.95_k2,2.25,0.95,2,6006,303,0.05044955044955045,4.186681901169296,3.4921875,11,0.036303630363036306,0.0,4.390274333953891,12.74428653717041,0.8217821782178217,0.30552147239263805,0.286536248561565,3,132,171
holdout,m2.25_p0.95_k3,2.25,0.95,3,6006,309,0.05144855144855145,4.114339398624056,3.459646701812744,12,0.038834951456310676,0.0,5.059004726409923,12.74428653717041,0.8122977346278317,0.3079754601226994,0.28751431844215347,3,134,175
holdout,m2.25_p0.95_k5,2.25,0.95,5,6006,313,0.05211455211455211,4.088992839328016,3.459646701812744,13,0.04153354632587859,0.0,5.03154388427734,12.74428653717041,0.8083067092651757,0.3104294478527607,0.28914285714285715,4,136,177
holdout,m2.5_p0.8_k1,2.5,0.8,1,6006,240,0.03996003996003996,4.552854161461195,3.6171875,11,0.04583333333333333,0.0,3.703350400924655,11.629940032958984,0.8083333333333333,0.23803680981595093,0.22531939605110338,3,112,128
holdout,m2.5_p0.8_k2,2.5,0.8,2,6006,276,0.04595404595404595,4.29261939432742,3.5869140625,17,0.06159420289855073,0.2320784106850624,4.763669967651367,12.74428653717041,0.8043478260869565,0.2723926380368098,0.2554660529344074,3,122,154
holdout,m2.5_p0.8_k3,2.5,0.8,3,6006,283,0.04711954711954712,4.186084991314386,3.560546875,19,0.06713780918727916,0.5021381139755241,5.232463140487676,12.74428653717041,0.7879858657243817,0.27361963190184047,0.25485714285714284,3,124,159
holdout,m2.5_p0.8_k5,2.5,0.8,5,6006,287,0.047785547785547784,4.157442289466227,3.560546875,20,0.06968641114982578,0.5010082006454466,5.206121644973746,12.74428653717041,0.7839721254355401,0.27607361963190186,0.25655644241733183,4,126,161
holdout,m2.5_p0.85_k1,2.5,0.85,1,6006,237,0.039460539460539464,4.595234426265025,3.640625,10,0.04219409282700422,0.0,3.759046936035131,11.629940032958984,0.810126582278481,0.23558282208588957,0.22325581395348837,3,110,127
holdout,m2.5_p0.85_k2,2.5,0.85,2,6006,271,0.04512154512154512,4.37401963434976,3.603515625,14,0.05166051660516605,0.07655499875545502,4.830922889709488,12.74428653717041,0.8118081180811808,0.26993865030674846,0.2540415704387991,3,120,151
holdout,m2.5_p0.85_k3,2.5,0.85,3,6006,278,0.04628704628704629,4.263519498620102,3.5732421875,16,0.05755395683453238,0.4745093941688529,5.265390009880078,12.74428653717041,0.7949640287769785,0.27116564417177913,0.25344036697247707,3,122,156
holdout,m2.5_p0.85_k5,2.5,0.85,5,6006,282,0.04695304695304695,4.2332705856426385,3.5732421875,17,0.06028368794326241,0.4887365102767942,5.239048514366148,12.74428653717041,0.7907801418439716,0.27361963190184047,0.2551487414187643,4,124,158
holdout,m2.5_p0.9_k1,2.5,0.9,1,6006,233,0.03879453879453879,4.640333239101033,3.658865451812744,9,0.03862660944206009,0.0,3.833308982849134,11.629940032958984,0.8154506437768241,0.2331288343558282,0.22144522144522144,3,108,125
holdout,m2.5_p0.9_k2,2.5,0.9,2,6006,266,0.04428904428904429,4.432320226516042,3.6193366050720215,12,0.045112781954887216,0.0,4.898175811767609,12.74428653717041,0.8195488721804511,0.2674846625766871,0.2526071842410197,3,117,149
holdout,m2.5_p0.9_k3,2.5,0.9,3,6006,273,0.045454545454545456,4.3183013917980615,3.59765625,14,0.05128205128205128,0.06124399900436053,5.298316879272443,12.74428653717041,0.8021978021978022,0.2687116564417178,0.2520138089758343,3,119,154
holdout,m2.5_p0.9_k5,2.5,0.9,5,6006,277,0.04612054612054612,4.28671539529136,3.59765625,15,0.05415162454873646,0.21628472805022836,5.271975383758551,12.74428653717041,0.7978339350180506,0.27116564417177913,0.2537313432835821,4,121,156
holdout,m2.5_p0.95_k1,2.5,0.95,1,6006,228,0.03796203796203796,4.697030886223442,3.683608055114746,7,0.03070175438596491,0.0,3.9261365413665583,11.629940032958984,0.8289473684210527,0.23190184049079754,0.22131147540983606,2,104,124
holdout,m2.5_p0.95_k2,2.5,0.95,2,6006,261,0.043456543456543456,4.47786428199874,3.640625,10,0.038314176245210725,0.0,4.965428733825653,12.74428653717041,0.8314176245210728,0.26625766871165646,0.25261932479627475,2,113,148
holdout,m2.5_p0.95_k3,2.5,0.95,3,6006,266,0.04428904428904429,4.394852055306721,3.6056647300720215,11,0.041353383458646614,0.0,5.3444144964218285,12.74428653717041,0.8195488721804511,0.2674846625766871,0.2526071842410197,2,115,151
holdout,m2.5_p0.95_k5,2.5,0.95,5,6006,270,0.04495504495504495,4.361313078690459,3.6056647300720215,12,0.044444444444444446,0.0,5.3180730009079,12.74428653717041,0.8148148148148148,0.26993865030674846,0.2543352601156069,3,117,153
holdout,m2.75_p0.8_k1,2.75,0.8,1,6006,199,0.033133533133533136,4.993664380893036,4.029296875,11,0.05527638190954774,0.13337578773498324,4.454306526184096,11.629940032958984,0.8241206030150754,0.20122699386503068,0.19294117647058823,3,91,108
holdout,m2.75_p0.8_k2,2.75,0.8,2,6006,231,0.038461538461538464,4.652588718510294,3.880401134490967,17,0.0735930735930736,0.5225964784622192,5.3689462661743015,12.74428653717041,0.8138528138528138,0.23067484662576687,0.2191142191142191,3,100,131
holdout,m2.75_p0.8_k3,2.75,0.8,3,6006,236,0.039294039294039296,4.548744858447778,3.8283207416534424,19,0.08050847457627118,0.8867018818855286,5.541975712776188,12.74428653717041,0.8008474576271186,0.23190184049079754,0.21925754060324826,3,101,135
holdout,m2.75_p0.8_k5,2.75,0.8,5,6006,239,0.03979353979353979,4.525532208850693,3.8246102333068848,20,0.08368200836820083,0.8840707063674926,5.52221959114075,12.74428653717041,0.799163179916318,0.2343558282208589,0.2213209733487833,4,102,137
holdout,m2.75_p0.85_k1,2.75,0.85,1,6006,196,0.03263403263403263,5.051657000366522,4.111201286315918,10,0.05102040816326531,0.11724591255187988,4.49465827941896,11.629940032958984,0.826530612244898,0.19877300613496932,0.19081272084805653,3,89,107
holdout,m2.75_p0.85_k2,2.75,0.85,2,6006,226,0.03762903762903763,4.758160894027854,3.9175020456314087,14,0.061946902654867256,0.4966123700141907,5.436199188232422,12.74428653717041,0.8230088495575221,0.2282208588957055,0.21754385964912282,3,98,128
holdout,m2.75_p0.85_k3,2.75,0.85,3,6006,231,0.038461538461538464,4.649784219342393,3.880401134490967,16,0.06926406926406926,0.7108438014984131,5.574902582168572,12.74428653717041,0.8095238095238095,0.2294478527607362,0.21769499417927823,3,99,132
holdout,m2.75_p0.85_k5,2.75,0.85,5,6006,234,0.03896103896103896,4.624780196537319,3.857369899749756,17,0.07264957264957266,0.6594019651412945,5.555146460533134,12.74428653717041,0.8076923076923077,0.23190184049079754,0.21976744186046512,4,100,134
holdout,m2.75_p0.9_k1,2.75,0.9,1,6006,192,0.03196803196803197,5.115895092487335,4.1279296875,9,0.046875,0.0,4.548460617065435,11.629940032958984,0.8333333333333334,0.19631901840490798,0.18890200708382526,3,87,105
holdout,m2.75_p0.9_k2,2.75,0.9,2,6006,221,0.0367965367965368,4.837023626220712,3.947265625,12,0.05429864253393665,0.15310999751091003,5.503452110290542,12.74428653717041,0.832579185520362,0.22576687116564417,0.215962441314554,3,95,126
holdout,m2.75_p0.9_k3,2.75,0.9,3,6006,226,0.03762903762903763,4.724504486781306,3.890383005142212,14,0.061946902654867256,0.4966123700141907,5.607829451560974,12.74428653717041,0.8185840707964602,0.22699386503067484,0.2161214953271028,3,96,130
holdout,m2.75_p0.9_k5,2.75,0.9,5,6006,229,0.03812853812853813,4.697975656481289,3.8847484588623047,15,0.06550218340611354,0.49940361976623526,5.588073329925536,12.74428653717041,0.8165938864628821,0.2294478527607362,0.21820303383897316,4,97,132
holdout,m2.75_p0.95_k1,2.75,0.95,1,6006,187,0.031135531135531136,5.197739332117499,4.16015625,7,0.0374331550802139,0.0,4.615713539123517,11.629940032958984,0.8502673796791443,0.1950920245398773,0.18861209964412812,2,83,104
holdout,m2.75_p0.95_k2,2.75,0.95,2,6006,216,0.03596403596403597,4.9014241608480615,3.9910424947738647,10,0.046296296296296294,0.0,5.570705032348625,12.74428653717041,0.8472222222222222,0.2245398773006135,0.21580188679245282,2,91,125
holdout,m2.75_p0.95_k3,2.75,0.95,3,6006,219,0.036463536463536464,4.830467492069828,3.947265625,11,0.0502283105022831,0.015310999751090133,5.653927068710322,12.74428653717041,0.8401826484018264,0.22576687116564417,0.2164705882352941,2,92,127
holdout,m2.75_p0.95_k5,2.75,0.95,5,6006,222,0.03696303696303696,4.801670234616812,3.943126082420349,12,0.05405405405405406,0.14545449763536278,5.634170947074885,12.74428653717041,0.8378378378378378,0.2282208588957055,0.21856639247943596,3,93,129
