candidate_id,threshold_family,variable,decile,rows,fires,fire_rate,value_min,value_max,teacher_gain_mean_all_rows,teacher_gain_mean_fired,false_positive_rate_fired,teacher_positive_rate_all_rows
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,predicted_delta,6,2000,0,0.0,0.2788214683532715,0.5628719329833984,0.3133086453154683,0.0,0.0,0.098
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,predicted_delta,7,2000,0,0.0,0.5628719329833984,0.9623498916625977,0.6198791909813881,0.0,0.0,0.271
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,predicted_delta,8,2000,0,0.0,0.9630522727966309,1.8584423065185547,1.0730236188955604,0.0,0.0,0.4045
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,predicted_delta,9,2000,913,0.4565,1.858597755432129,14.323963165283203,3.397180379167199,5.57286630428895,0.0,0.7475
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p96,0,2000,0,0.0,-20.979931712121893,-2.3285095000464335,-0.9308259540125727,0.0,0.0,0.021
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p96,1,2000,0,0.0,-2.3284759612702626,-2.095893635384715,-0.069547333791852,0.0,0.0,0.0145
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p96,2,2000,0,0.0,-2.0958610781947025,-1.9365307540206094,-0.01770603996515274,0.0,0.0,0.013
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p96,3,2000,0,0.0,-1.9365051858859048,-1.7893764817631264,0.010622230720706284,0.0,0.0,0.0175
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p96,4,2000,0,0.0,-1.7893528559257252,-1.6178062158801856,0.05928288749605417,0.0,0.0,0.028
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p96,5,2000,0,0.0,-1.6177440251191084,-1.281757693059864,0.20916950316727162,0.0,0.0,0.024
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p96,6,2000,0,0.0,-1.2817197926713342,-0.8103090400983116,0.4430068690162152,0.0,0.0,0.025
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p96,7,2000,0,0.0,-0.8102835796895127,-0.40638563351232015,0.45752066243439915,0.0,0.0,0.049
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p96,8,2000,32,0.016,-0.4063768770830735,0.5350740837826677,1.2322388061732055,2.3513612523674965,0.0,0.5005
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p96,9,2000,881,0.4405,0.5360285327537309,18.02559026912429,4.027171517848968,5.689878973598242,0.0,1.0
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p64,0,2000,0,0.0,-20.650323359309738,-1.9717006381161113,-0.9592738346457481,0.0,0.0,0.021
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p64,1,2000,0,0.0,-1.9716771148261247,-1.7589010978441066,-0.05929791514575482,0.0,0.0,0.0145
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p64,2,2000,0,0.0,-1.7588911200120403,-1.6208334565499147,-0.017365275915712117,0.0,0.0,0.013
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p64,3,2000,0,0.0,-1.6207267339859892,-1.494156538003792,0.010964759451337158,0.0,0.0,0.018
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p64,4,2000,0,0.0,-1.493972676591848,-1.3402607283850676,0.04955331082269549,0.0,0.0,0.0275
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p64,5,2000,0,0.0,-1.3402319127090645,-1.0121426264975066,0.19065607921779157,0.0,0.0,0.024
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p64,6,2000,0,0.0,-1.0121411392893946,-0.6219148201835644,0.3687538911830634,0.0,0.0,0.023
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p64,7,2000,0,0.0,-0.6219065256837774,-0.2072623005262294,0.4508737648203969,0.0,0.0,0.0495
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p64,8,2000,28,0.014,-0.2072054351152044,0.7563034776529993,1.3246593035757541,2.2883846844945634,0.0,0.502
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,lcb_1p64,9,2000,885,0.4425,0.75903780143396,18.303653153079445,4.061409065723419,5.676782106949111,0.0,1.0
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,gate_probability,0,2000,0,0.0,6.363793455283265e-07,0.00022636335389156575,-0.0012724961191415787,0.0,0.0,0.007
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,gate_probability,1,2000,0,0.0,0.00022636335389156575,0.0005026899704494797,0.01895215556770563,0.0,0.0,0.0115
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,gate_probability,2,2000,0,0.0,0.0005042958030686064,0.0008896484096945608,-0.02416893360763788,0.0,0.0,0.013
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,gate_probability,3,2000,0,0.0,0.0008899828822689909,0.0016460825314754987,0.03411431985907257,0.0,0.0,0.023
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,gate_probability,4,2000,0,0.0,0.0016464563612006047,0.0030022598783446923,0.053930452939122915,0.0,0.0,0.034
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,gate_probability,5,2000,0,0.0,0.003002665256290541,0.006740311112223897,0.08649764183163643,0.0,0.0,0.0245
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,gate_probability,6,2000,0,0.0,0.006740311112223897,0.03534442759983083,0.2922544570975006,0.0,0.0,0.0665
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,gate_probability,7,2000,0,0.0,0.03538494014509979,0.5055808142153843,0.4066741987457499,0.0,0.0,0.0955
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,gate_probability,8,2000,208,0.104,0.5055808142153843,0.9931668221901192,1.5599181612115354,5.1638203744704905,0.0,0.4715
confidence_lcb196_m2p5_r0_g0p7,lcb95_conservative,gate_probability,9,2000,705,0.3525,0.9931694396553287,0.9999959787240341,2.994033191561699,5.693549358760212,0.0,0.946
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,predicted_delta,0,2000,0,0.0,-11.554939270019531,-1.0005865097045898,-0.18228926190081984,0.0,0.0,0.0385
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,predicted_delta,1,2000,0,0.0,-1.0005865097045898,-0.6073074340820312,-0.051753217186778784,0.0,0.0,0.008
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,predicted_delta,2,2000,0,0.0,-0.606870174407959,-0.35553884506225586,-0.0384356432966888,0.0,0.0,0.0085
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,predicted_delta,3,2000,0,0.0,-0.3554496765136719,-0.14188098907470703,0.05132086652889848,0.0,0.0,0.02
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,predicted_delta,4,2000,0,0.0,-0.14144659042358398,0.07075309753417969,0.07268062235042452,0.0,0.0,0.039
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,predicted_delta,5,2000,0,0.0,0.07075309753417969,0.2788214683532715,0.16601794823259114,0.0,0.0,0.0575
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,predicted_delta,6,2000,0,0.0,0.2788214683532715,0.5628719329833984,0.3133086453154683,0.0,0.0,0.098
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,predicted_delta,7,2000,0,0.0,0.5628719329833984,0.9623498916625977,0.6198791909813881,0.0,0.0,0.271
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,predicted_delta,8,2000,0,0.0,0.9630522727966309,1.8584423065185547,1.0730236188955604,0.0,0.0,0.4045
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,predicted_delta,9,2000,932,0.466,1.858597755432129,14.323963165283203,3.397180379167199,5.497751027601471,0.0,0.7475
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p96,0,2000,0,0.0,-20.979931712121893,-2.3285095000464335,-0.9308259540125727,0.0,0.0,0.021
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p96,1,2000,0,0.0,-2.3284759612702626,-2.095893635384715,-0.069547333791852,0.0,0.0,0.0145
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p96,2,2000,0,0.0,-2.0958610781947025,-1.9365307540206094,-0.01770603996515274,0.0,0.0,0.013
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p96,3,2000,0,0.0,-1.9365051858859048,-1.7893764817631264,0.010622230720706284,0.0,0.0,0.0175
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p96,4,2000,0,0.0,-1.7893528559257252,-1.6178062158801856,0.05928288749605417,0.0,0.0,0.028
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p96,5,2000,0,0.0,-1.6177440251191084,-1.281757693059864,0.20916950316727162,0.0,0.0,0.024
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p96,6,2000,0,0.0,-1.2817197926713342,-0.8103090400983116,0.4430068690162152,0.0,0.0,0.025
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p96,7,2000,0,0.0,-0.8102835796895127,-0.40638563351232015,0.45752066243439915,0.0,0.0,0.049
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p96,8,2000,51,0.0255,-0.4063768770830735,0.5350740837826677,1.2322388061732055,2.17883494087294,0.0,0.5005
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p96,9,2000,881,0.4405,0.5360285327537309,18.02559026912429,4.027171517848968,5.689878973598242,0.0,1.0
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p64,0,2000,0,0.0,-20.650323359309738,-1.9717006381161113,-0.9592738346457481,0.0,0.0,0.021
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p64,1,2000,0,0.0,-1.9716771148261247,-1.7589010978441066,-0.05929791514575482,0.0,0.0,0.0145
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p64,2,2000,0,0.0,-1.7588911200120403,-1.6208334565499147,-0.017365275915712117,0.0,0.0,0.013
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p64,3,2000,0,0.0,-1.6207267339859892,-1.494156538003792,0.010964759451337158,0.0,0.0,0.018
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p64,4,2000,0,0.0,-1.493972676591848,-1.3402607283850676,0.04955331082269549,0.0,0.0,0.0275
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p64,5,2000,0,0.0,-1.3402319127090645,-1.0121426264975066,0.19065607921779157,0.0,0.0,0.024
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p64,6,2000,0,0.0,-1.0121411392893946,-0.6219148201835644,0.3687538911830634,0.0,0.0,0.023
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p64,7,2000,0,0.0,-0.6219065256837774,-0.2072623005262294,0.4508737648203969,0.0,0.0,0.0495
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p64,8,2000,47,0.0235,-0.2072054351152044,0.7563034776529993,1.3246593035757541,2.126633895204422,0.0,0.502
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,lcb_1p64,9,2000,885,0.4425,0.75903780143396,18.303653153079445,4.061409065723419,5.676782106949111,0.0,1.0
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,gate_probability,0,2000,0,0.0,6.363793455283265e-07,0.00022636335389156575,-0.0012724961191415787,0.0,0.0,0.007
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,gate_probability,1,2000,0,0.0,0.00022636335389156575,0.0005026899704494797,0.01895215556770563,0.0,0.0,0.0115
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,gate_probability,2,2000,0,0.0,0.0005042958030686064,0.0008896484096945608,-0.02416893360763788,0.0,0.0,0.013
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,gate_probability,3,2000,0,0.0,0.0008899828822689909,0.0016460825314754987,0.03411431985907257,0.0,0.0,0.023
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,gate_probability,4,2000,0,0.0,0.0016464563612006047,0.0030022598783446923,0.053930452939122915,0.0,0.0,0.034
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,gate_probability,5,2000,0,0.0,0.003002665256290541,0.006740311112223897,0.08649764183163643,0.0,0.0,0.0245
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,gate_probability,6,2000,0,0.0,0.006740311112223897,0.03534442759983083,0.2922544570975006,0.0,0.0,0.0665
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,gate_probability,7,2000,0,0.0,0.03538494014509979,0.5055808142153843,0.4066741987457499,0.0,0.0,0.0955
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,gate_probability,8,2000,220,0.11,0.5055808142153843,0.9931668221901192,1.5599181612115354,4.981470656394959,0.0,0.4715
confidence_lcb164_m2p5_r0_g0p7,lcb90_medium,gate_probability,9,2000,712,0.356,0.9931694396553287,0.9999959787240341,2.994033191561699,5.657275861401237,0.0,0.946
source_filtered_lcb196,source_filtered_lcb95,predicted_delta,0,2000,0,0.0,-11.554939270019531,-1.0005865097045898,-0.18228926190081984,0.0,0.0,0.0385
source_filtered_lcb196,source_filtered_lcb95,predicted_delta,1,2000,0,0.0,-1.0005865097045898,-0.6073074340820312,-0.051753217186778784,0.0,0.0,0.008
source_filtered_lcb196,source_filtered_lcb95,predicted_delta,2,2000,0,0.0,-0.606870174407959,-0.35553884506225586,-0.0384356432966888,0.0,0.0,0.0085
source_filtered_lcb196,source_filtered_lcb95,predicted_delta,3,2000,0,0.0,-0.3554496765136719,-0.14188098907470703,0.05132086652889848,0.0,0.0,0.02
source_filtered_lcb196,source_filtered_lcb95,predicted_delta,4,2000,0,0.0,-0.14144659042358398,0.07075309753417969,0.07268062235042452,0.0,0.0,0.039
source_filtered_lcb196,source_filtered_lcb95,predicted_delta,5,2000,0,0.0,0.07075309753417969,0.2788214683532715,0.16601794823259114,0.0,0.0,0.0575
source_filtered_lcb196,source_filtered_lcb95,predicted_delta,6,2000,0,0.0,0.2788214683532715,0.5628719329833984,0.3133086453154683,0.0,0.0,0.098
source_filtered_lcb196,source_filtered_lcb95,predicted_delta,7,2000,0,0.0,0.5628719329833984,0.9623498916625977,0.6198791909813881,0.0,0.0,0.271
source_filtered_lcb196,source_filtered_lcb95,predicted_delta,8,2000,0,0.0,0.9630522727966309,1.8584423065185547,1.0730236188955604,0.0,0.0,0.4045
source_filtered_lcb196,source_filtered_lcb95,predicted_delta,9,2000,765,0.3825,1.858597755432129,14.323963165283203,3.397180379167199,5.914626521690219,0.0,0.7475
source_filtered_lcb196,source_filtered_lcb95,lcb_1p96,0,2000,0,0.0,-20.979931712121893,-2.3285095000464335,-0.9308259540125727,0.0,0.0,0.021
source_filtered_lcb196,source_filtered_lcb95,lcb_1p96,1,2000,0,0.0,-2.3284759612702626,-2.095893635384715,-0.069547333791852,0.0,0.0,0.0145
source_filtered_lcb196,source_filtered_lcb95,lcb_1p96,2,2000,0,0.0,-2.0958610781947025,-1.9365307540206094,-0.01770603996515274,0.0,0.0,0.013
source_filtered_lcb196,source_filtered_lcb95,lcb_1p96,3,2000,0,0.0,-1.9365051858859048,-1.7893764817631264,0.010622230720706284,0.0,0.0,0.0175
source_filtered_lcb196,source_filtered_lcb95,lcb_1p96,4,2000,0,0.0,-1.7893528559257252,-1.6178062158801856,0.05928288749605417,0.0,0.0,0.028
source_filtered_lcb196,source_filtered_lcb95,lcb_1p96,5,2000,0,0.0,-1.6177440251191084,-1.281757693059864,0.20916950316727162,0.0,0.0,0.024
source_filtered_lcb196,source_filtered_lcb95,lcb_1p96,6,2000,0,0.0,-1.2817197926713342,-0.8103090400983116,0.4430068690162152,0.0,0.0,0.025
source_filtered_lcb196,source_filtered_lcb95,lcb_1p96,7,2000,0,0.0,-0.8102835796895127,-0.40638563351232015,0.45752066243439915,0.0,0.0,0.049
source_filtered_lcb196,source_filtered_lcb95,lcb_1p96,8,2000,32,0.016,-0.4063768770830735,0.5350740837826677,1.2322388061732055,2.3513612523674965,0.0,0.5005
source_filtered_lcb196,source_filtered_lcb95,lcb_1p96,9,2000,733,0.3665,0.5360285327537309,18.02559026912429,4.027171517848968,6.0701851691913475,0.0,1.0
source_filtered_lcb196,source_filtered_lcb95,lcb_1p64,0,2000,0,0.0,-20.650323359309738,-1.9717006381161113,-0.9592738346457481,0.0,0.0,0.021
source_filtered_lcb196,source_filtered_lcb95,lcb_1p64,1,2000,0,0.0,-1.9716771148261247,-1.7589010978441066,-0.05929791514575482,0.0,0.0,0.0145
source_filtered_lcb196,source_filtered_lcb95,lcb_1p64,2,2000,0,0.0,-1.7588911200120403,-1.6208334565499147,-0.017365275915712117,0.0,0.0,0.013
source_filtered_lcb196,source_filtered_lcb95,lcb_1p64,3,2000,0,0.0,-1.6207267339859892,-1.494156538003792,0.010964759451337158,0.0,0.0,0.018
source_filtered_lcb196,source_filtered_lcb95,lcb_1p64,4,2000,0,0.0,-1.493972676591848,-1.3402607283850676,0.04955331082269549,0.0,0.0,0.0275
source_filtered_lcb196,source_filtered_lcb95,lcb_1p64,5,2000,0,0.0,-1.3402319127090645,-1.0121426264975066,0.19065607921779157,0.0,0.0,0.024
source_filtered_lcb196,source_filtered_lcb95,lcb_1p64,6,2000,0,0.0,-1.0121411392893946,-0.6219148201835644,0.3687538911830634,0.0,0.0,0.023
source_filtered_lcb196,source_filtered_lcb95,lcb_1p64,7,2000,0,0.0,-0.6219065256837774,-0.2072623005262294,0.4508737648203969,0.0,0.0,0.0495
source_filtered_lcb196,source_filtered_lcb95,lcb_1p64,8,2000,28,0.014,-0.2072054351152044,0.7563034776529993,1.3246593035757541,2.2883846844945634,0.0,0.502
source_filtered_lcb196,source_filtered_lcb95,lcb_1p64,9,2000,737,0.3685,0.75903780143396,18.303653153079445,4.061409065723419,6.0523941898604745,0.0,1.0
source_filtered_lcb196,source_filtered_lcb95,gate_probability,0,2000,0,0.0,6.363793455283265e-07,0.00022636335389156575,-0.0012724961191415787,0.0,0.0,0.007
source_filtered_lcb196,source_filtered_lcb95,gate_probability,1,2000,0,0.0,0.00022636335389156575,0.0005026899704494797,0.01895215556770563,0.0,0.0,0.0115
source_filtered_lcb196,source_filtered_lcb95,gate_probability,2,2000,0,0.0,0.0005042958030686064,0.0008896484096945608,-0.02416893360763788,0.0,0.0,0.013
source_filtered_lcb196,source_filtered_lcb95,gate_probability,3,2000,0,0.0,0.0008899828822689909,0.0016460825314754987,0.03411431985907257,0.0,0.0,0.023
