config_id,paired_index,seat_swap,hand_id,game_id,seed,street,turn,seat,hero_board,opponent_board,cards_to_place,dead_cards,baseline_action,stage8_action,fallback_action,final_action,baseline_action_index,stage8_action_index,final_action_index,override_fired,no_override_reason,hu_turn2_min_margin,hu_turn2_reference_min_margin,hu_turn2_gate_threshold,predicted_delta,gate_probability,reference_margin_raw,model_score,legality_check_result,runtime_latency_ms,candidate_seat_score,hand_seed
m2.5_r0_g0.9,107,ba,2026061801000107,2026061801000107,2026061801000107,T2,T2,second,"{'top': ['Qs'], 'middle': ['6h', 'Kh', '5d'], 'bottom': ['7c', 'Tc', '4c']}","{'top': ['Kc', 'Kd'], 'middle': ['4s', '4h', '2c', '5h', '5c'], 'bottom': ['Td', 'Jh']}","['Ad', 'Qc', '2s']","['Kc', 'Kd', '4s', '4h', '2c', '5h', '5c', 'Td', 'Jh', '8c', '8d', '8s']","{'placements': [['Qc', 'bottom'], ['2s', 'top']], 'discards': ['Ad'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qs', '2s'], 'middle': ['6h', 'Kh', '5d'], 'bottom': ['7c', 'Tc', '4c', 'Qc']}}","{'placements': [['Ad', 'middle'], ['Qc', 'bottom']], 'discards': ['2s'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qs'], 'middle': ['6h', 'Kh', '5d', 'Ad'], 'bottom': ['7c', 'Tc', '4c', 'Qc']}}","{'placements': [['Qc', 'bottom'], ['2s', 'top']], 'discards': ['Ad'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qs', '2s'], 'middle': ['6h', 'Kh', '5d'], 'bottom': ['7c', 'Tc', '4c', 'Qc']}}","{'placements': [['Qc', 'bottom'], ['2s', 'top']], 'discards': ['Ad'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qs', '2s'], 'middle': ['6h', 'Kh', '5d'], 'bottom': ['7c', 'Tc', '4c', 'Qc']}}",24,5,24,False,below_stage8_margin,2.5,0.0,0.9,-5.854038238525391,3.344064635761351e-05,0.03956348755667838,-0.42209863662719727,legal,15.30629998887889,-17.196164,2026061801000107
m2.5_r0_g0.9,108,ab,2026061801000108,2026061801000108,2026061801000108,T2,T2,first,"{'top': ['Td', 'Ts'], 'middle': ['Ad', 'Jd'], 'bottom': ['6d', '6c', '2c']}","{'top': ['Qs', 'Qc'], 'middle': ['2d', 'Kc'], 'bottom': ['7c', '9c', '9h']}","['Th', '6h', '8s']","['Qs', 'Qc', '2d', 'Kc', '7c', '9c', '9h', '8c', '5h']","{'placements': [['Th', 'top'], ['6h', 'bottom']], 'discards': ['8s'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Td', 'Ts', 'Th'], 'middle': ['Ad', 'Jd'], 'bottom': ['6d', '6c', '2c', '6h']}}","{'placements': [['6h', 'bottom'], ['8s', 'middle']], 'discards': ['Th'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Td', 'Ts'], 'middle': ['Ad', 'Jd', '8s'], 'bottom': ['6d', '6c', '2c', '6h']}}","{'placements': [['Th', 'top'], ['6h', 'bottom']], 'discards': ['8s'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Td', 'Ts', 'Th'], 'middle': ['Ad', 'Jd'], 'bottom': ['6d', '6c', '2c', '6h']}}","{'placements': [['Th', 'top'], ['6h', 'bottom']], 'discards': ['8s'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Td', 'Ts', 'Th'], 'middle': ['Ad', 'Jd'], 'bottom': ['6d', '6c', '2c', '6h']}}",1,22,1,False,below_stage8_margin,2.5,0.0,0.9,0.43744754791259766,0.000762681032903708,2.0060075645310373,-3.593858003616333,legal,14.209100016159937,-25.196164,2026061801000108
m2.5_r0_g0.9,108,ba,2026061801000108,2026061801000108,2026061801000108,T2,T2,second,"{'top': ['Qs', 'Qc'], 'middle': ['2d', 'Kc'], 'bottom': ['7c', '9c', '9h']}","{'top': ['Td', 'Ts', 'Th'], 'middle': ['Ad', 'Jd'], 'bottom': ['6d', '6c', '2c', '6h']}","['2h', '5c', '7s']","['Td', 'Ts', 'Th', 'Ad', 'Jd', '6d', '6c', '2c', '6h', '8c', '5h', '8s']","{'placements': [['5c', 'middle'], ['7s', 'bottom']], 'discards': ['2h'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qs', 'Qc'], 'middle': ['2d', 'Kc', '5c'], 'bottom': ['7c', '9c', '9h', '7s']}}","{'placements': [['2h', 'middle'], ['7s', 'bottom']], 'discards': ['5c'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qs', 'Qc'], 'middle': ['2d', 'Kc', '2h'], 'bottom': ['7c', '9c', '9h', '7s']}}","{'placements': [['5c', 'middle'], ['7s', 'bottom']], 'discards': ['2h'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qs', 'Qc'], 'middle': ['2d', 'Kc', '5c'], 'bottom': ['7c', '9c', '9h', '7s']}}","{'placements': [['5c', 'middle'], ['7s', 'bottom']], 'discards': ['2h'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qs', 'Qc'], 'middle': ['2d', 'Kc', '5c'], 'bottom': ['7c', '9c', '9h', '7s']}}",20,12,20,False,below_stage8_margin,2.5,0.0,0.9,0.6268138885498047,0.014236558188538103,0.19968648324765859,3.6158370971679688,legal,13.692100008483976,25.196164,2026061801000108
m2.5_r0_g0.9,109,ab,2026061801000109,2026061801000109,2026061801000109,T2,T2,first,"{'top': ['Kd'], 'middle': ['4s', '7d', '7c'], 'bottom': ['Tc', '2c', '2s']}","{'top': ['Ac'], 'middle': ['5d', '3c'], 'bottom': ['7h', '9s', 'Td', '8c']}","['5c', '6d', '4c']","['Ac', '5d', '3c', '7h', '9s', 'Td', '8c', 'Ah', '8h']","{'placements': [['6d', 'middle'], ['4c', 'middle']], 'discards': ['5c'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Kd'], 'middle': ['4s', '7d', '7c', '6d', '4c'], 'bottom': ['Tc', '2c', '2s']}}","{'placements': [['6d', 'middle'], ['4c', 'middle']], 'discards': ['5c'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Kd'], 'middle': ['4s', '7d', '7c', '6d', '4c'], 'bottom': ['Tc', '2c', '2s']}}","{'placements': [['6d', 'middle'], ['4c', 'middle']], 'discards': ['5c'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Kd'], 'middle': ['4s', '7d', '7c', '6d', '4c'], 'bottom': ['Tc', '2c', '2s']}}","{'placements': [['6d', 'middle'], ['4c', 'middle']], 'discards': ['5c'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Kd'], 'middle': ['4s', '7d', '7c', '6d', '4c'], 'bottom': ['Tc', '2c', '2s']}}",22,22,22,False,same_as_baseline,2.5,0.0,0.9,1.764998435974121,0.040261429553704264,0.015604602947465906,-1.8663930892944336,legal,15.478200017241761,-29.196164,2026061801000109
m2.5_r0_g0.9,109,ba,2026061801000109,2026061801000109,2026061801000109,T2,T2,second,"{'top': ['Ac'], 'middle': ['5d', '3c'], 'bottom': ['7h', '9s', 'Td', '8c']}","{'top': ['Kd'], 'middle': ['4s', '7d', '7c', '6d', '4c'], 'bottom': ['Tc', '2c', '2s']}","['Th', 'Ts', '2h']","['Kd', '4s', '7d', '7c', '6d', '4c', 'Tc', '2c', '2s', 'Ah', '8h', '5c']","{'placements': [['Th', 'middle'], ['Ts', 'middle']], 'discards': ['2h'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Ac'], 'middle': ['5d', '3c', 'Th', 'Ts'], 'bottom': ['7h', '9s', 'Td', '8c']}}","{'placements': [['Th', 'middle'], ['Ts', 'middle']], 'discards': ['2h'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Ac'], 'middle': ['5d', '3c', 'Th', 'Ts'], 'bottom': ['7h', '9s', 'Td', '8c']}}","{'placements': [['Th', 'middle'], ['Ts', 'middle']], 'discards': ['2h'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Ac'], 'middle': ['5d', '3c', 'Th', 'Ts'], 'bottom': ['7h', '9s', 'Td', '8c']}}","{'placements': [['Th', 'middle'], ['Ts', 'middle']], 'discards': ['2h'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Ac'], 'middle': ['5d', '3c', 'Th', 'Ts'], 'bottom': ['7h', '9s', 'Td', '8c']}}",4,4,4,False,same_as_baseline,2.5,0.0,0.9,-6.453265190124512,0.0011335897470153868,1.0570468772762758,-2.0473930835723877,legal,13.156000000890344,29.196164,2026061801000109
m2.5_r0_g0.9,110,ab,2026061801000110,2026061801000110,2026061801000110,T2,T2,first,"{'top': [], 'middle': ['7s', '3s', '6d'], 'bottom': ['2h', 'Kh', '8h', '7h']}","{'top': ['Qh'], 'middle': ['9s', 'Td'], 'bottom': ['3d', '3h', '8s', '8d']}","['Tc', '2d', 'Ks']","['Qh', '9s', 'Td', '3d', '3h', '8s', '8d', '2c', '2s']","{'placements': [['Tc', 'top'], ['Ks', 'top']], 'discards': ['2d'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Tc', 'Ks'], 'middle': ['7s', '3s', '6d'], 'bottom': ['2h', 'Kh', '8h', '7h']}}","{'placements': [['Tc', 'top'], ['Ks', 'top']], 'discards': ['2d'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Tc', 'Ks'], 'middle': ['7s', '3s', '6d'], 'bottom': ['2h', 'Kh', '8h', '7h']}}","{'placements': [['Tc', 'top'], ['Ks', 'top']], 'discards': ['2d'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Tc', 'Ks'], 'middle': ['7s', '3s', '6d'], 'bottom': ['2h', 'Kh', '8h', '7h']}}","{'placements': [['Tc', 'top'], ['Ks', 'top']], 'discards': ['2d'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Tc', 'Ks'], 'middle': ['7s', '3s', '6d'], 'bottom': ['2h', 'Kh', '8h', '7h']}}",8,8,8,False,same_as_baseline,2.5,0.0,0.9,-4.842397689819336,0.00010056785543688642,0.07092692947020085,-2.8877058029174805,legal,14.169500005664304,-31.196164,2026061801000110
m2.5_r0_g0.9,110,ba,2026061801000110,2026061801000110,2026061801000110,T2,T2,second,"{'top': ['Qh'], 'middle': ['9s', 'Td'], 'bottom': ['3d', '3h', '8s', '8d']}","{'top': ['Tc', 'Ks'], 'middle': ['7s', '3s', '6d'], 'bottom': ['2h', 'Kh', '8h', '7h']}","['6c', 'Js', '3c']","['Tc', 'Ks', '7s', '3s', '6d', '2h', 'Kh', '8h', '7h', '2c', '2s', '2d']","{'placements': [['Js', 'middle'], ['3c', 'bottom']], 'discards': ['6c'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qh'], 'middle': ['9s', 'Td', 'Js'], 'bottom': ['3d', '3h', '8s', '8d', '3c']}}","{'placements': [['Js', 'middle'], ['3c', 'bottom']], 'discards': ['6c'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qh'], 'middle': ['9s', 'Td', 'Js'], 'bottom': ['3d', '3h', '8s', '8d', '3c']}}","{'placements': [['Js', 'middle'], ['3c', 'bottom']], 'discards': ['6c'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qh'], 'middle': ['9s', 'Td', 'Js'], 'bottom': ['3d', '3h', '8s', '8d', '3c']}}","{'placements': [['Js', 'middle'], ['3c', 'bottom']], 'discards': ['6c'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qh'], 'middle': ['9s', 'Td', 'Js'], 'bottom': ['3d', '3h', '8s', '8d', '3c']}}",21,21,21,False,same_as_baseline,2.5,0.0,0.9,-1.707688808441162,0.0028872843746717194,0.049455417795437384,1.7097630500793457,legal,13.336500007426366,31.196164,2026061801000110
m2.5_r0_g0.9,111,ab,2026061801000111,2026061801000111,2026061801000111,T2,T2,first,"{'top': ['Ks', 'Qh'], 'middle': ['7s', 'Ac'], 'bottom': ['3d', '4d', '3h']}","{'top': [], 'middle': ['5c', '3c', '4h'], 'bottom': ['6h', 'Js', '6s', 'Jh']}","['2h', '9d', '6d']","['5c', '3c', '4h', '6h', 'Js', '6s', 'Jh', '6c', '7d']","{'placements': [['9d', 'middle'], ['6d', 'middle']], 'discards': ['2h'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Ks', 'Qh'], 'middle': ['7s', 'Ac', '9d', '6d'], 'bottom': ['3d', '4d', '3h']}}","{'placements': [['2h', 'middle'], ['6d', 'middle']], 'discards': ['9d'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Ks', 'Qh'], 'middle': ['7s', 'Ac', '2h', '6d'], 'bottom': ['3d', '4d', '3h']}}","{'placements': [['9d', 'middle'], ['6d', 'middle']], 'discards': ['2h'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Ks', 'Qh'], 'middle': ['7s', 'Ac', '9d', '6d'], 'bottom': ['3d', '4d', '3h']}}","{'placements': [['9d', 'middle'], ['6d', 'middle']], 'discards': ['2h'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Ks', 'Qh'], 'middle': ['7s', 'Ac', '9d', '6d'], 'bottom': ['3d', '4d', '3h']}}",19,11,19,False,below_stage8_margin,2.5,0.0,0.9,-3.8984787464141846,0.07954678811783418,0.03917858695541421,-5.046705722808838,legal,14.645999995991588,1.0,2026061801000111
m2.5_r0_g0.9,111,ba,2026061801000111,2026061801000111,2026061801000111,T2,T2,second,"{'top': [], 'middle': ['5c', '3c', '4h'], 'bottom': ['6h', 'Js', '6s', 'Jh']}","{'top': ['Ks', 'Qh'], 'middle': ['7s', 'Ac', '9d', '6d'], 'bottom': ['3d', '4d', '3h']}","['7c', '2s', '8s']","['Ks', 'Qh', '7s', 'Ac', '9d', '6d', '3d', '4d', '3h', '6c', '7d', '2h']","{'placements': [['7c', 'top'], ['2s', 'middle']], 'discards': ['8s'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['7c'], 'middle': ['5c', '3c', '4h', '2s'], 'bottom': ['6h', 'Js', '6s', 'Jh']}}","{'placements': [['2s', 'top'], ['8s', 'top']], 'discards': ['7c'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['2s', '8s'], 'middle': ['5c', '3c', '4h'], 'bottom': ['6h', 'Js', '6s', 'Jh']}}","{'placements': [['7c', 'top'], ['2s', 'middle']], 'discards': ['8s'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['7c'], 'middle': ['5c', '3c', '4h', '2s'], 'bottom': ['6h', 'Js', '6s', 'Jh']}}","{'placements': [['7c', 'top'], ['2s', 'middle']], 'discards': ['8s'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['7c'], 'middle': ['5c', '3c', '4h', '2s'], 'bottom': ['6h', 'Js', '6s', 'Jh']}}",1,16,1,False,below_stage8_margin,2.5,0.0,0.9,-1.9855294227600098,0.03430570048905791,0.013172139196031996,-4.117075443267822,legal,13.260699983220547,-1.0,2026061801000111
m2.5_r0_g0.9,112,ab,2026061801000112,2026061801000112,2026061801000112,T2,T2,first,"{'top': ['Qc', 'Qs'], 'middle': ['7c', 'Kc'], 'bottom': ['5h', 'Kh', '3h']}","{'top': [], 'middle': ['4s', 'Jd', '2d'], 'bottom': ['Tc', '6c', '3c', '8c']}","['Ks', '2h', '4d']","['4s', 'Jd', '2d', 'Tc', '6c', '3c', '8c', 'Td', '6d']","{'placements': [['Ks', 'middle'], ['2h', 'middle']], 'discards': ['4d'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qc', 'Qs'], 'middle': ['7c', 'Kc', 'Ks', '2h'], 'bottom': ['5h', 'Kh', '3h']}}","{'placements': [['Ks', 'middle'], ['2h', 'bottom']], 'discards': ['4d'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qc', 'Qs'], 'middle': ['7c', 'Kc', 'Ks'], 'bottom': ['5h', 'Kh', '3h', '2h']}}","{'placements': [['Ks', 'middle'], ['2h', 'middle']], 'discards': ['4d'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qc', 'Qs'], 'middle': ['7c', 'Kc', 'Ks', '2h'], 'bottom': ['5h', 'Kh', '3h']}}","{'placements': [['Ks', 'middle'], ['2h', 'middle']], 'discards': ['4d'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qc', 'Qs'], 'middle': ['7c', 'Kc', 'Ks', '2h'], 'bottom': ['5h', 'Kh', '3h']}}",3,4,3,False,below_gate_threshold,2.5,0.0,0.9,3.0997471809387207,0.00039680904016324846,0.011439366461402756,9.01952838897705,legal,14.71380001748912,25.196164,2026061801000112
m2.5_r0_g0.9,112,ba,2026061801000112,2026061801000112,2026061801000112,T2,T2,second,"{'top': [], 'middle': ['4s', 'Jd', '2d'], 'bottom': ['Tc', '6c', '3c', '8c']}","{'top': ['Qc', 'Qs'], 'middle': ['7c', 'Kc', 'Ks', '2h'], 'bottom': ['5h', 'Kh', '3h']}","['2s', '7d', '3s']","['Qc', 'Qs', '7c', 'Kc', 'Ks', '2h', '5h', 'Kh', '3h', 'Td', '6d', '4d']","{'placements': [['2s', 'middle'], ['7d', 'top']], 'discards': ['3s'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['7d'], 'middle': ['4s', 'Jd', '2d', '2s'], 'bottom': ['Tc', '6c', '3c', '8c']}}","{'placements': [['2s', 'top'], ['3s', 'middle']], 'discards': ['7d'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['2s'], 'middle': ['4s', 'Jd', '2d', '3s'], 'bottom': ['Tc', '6c', '3c', '8c']}}","{'placements': [['2s', 'middle'], ['7d', 'top']], 'discards': ['3s'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['7d'], 'middle': ['4s', 'Jd', '2d', '2s'], 'bottom': ['Tc', '6c', '3c', '8c']}}","{'placements': [['2s', 'middle'], ['7d', 'top']], 'discards': ['3s'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['7d'], 'middle': ['4s', 'Jd', '2d', '2s'], 'bottom': ['Tc', '6c', '3c', '8c']}}",3,9,3,False,below_stage8_margin,2.5,0.0,0.9,0.3144998550415039,0.1835232279892618,0.23928331453449392,-3.9734556674957275,legal,13.660900003742427,-25.196164,2026061801000112
m2.5_r0_g0.9,113,ab,2026061801000113,2026061801000113,2026061801000113,T2,T2,first,"{'top': ['Qh'], 'middle': ['7d', 'Ad', 'Kc'], 'bottom': ['Th', '8h', '7h']}","{'top': ['Ac', 'As'], 'middle': ['4h', '6h'], 'bottom': ['Qs', 'Qd', 'Qc']}","['5s', '2s', '7c']","['Ac', 'As', '4h', '6h', 'Qs', 'Qd', 'Qc', '3s', '8s']","{'placements': [['2s', 'top'], ['7c', 'middle']], 'discards': ['5s'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qh', '2s'], 'middle': ['7d', 'Ad', 'Kc', '7c'], 'bottom': ['Th', '8h', '7h']}}","{'placements': [['2s', 'top'], ['7c', 'top']], 'discards': ['5s'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qh', '2s', '7c'], 'middle': ['7d', 'Ad', 'Kc'], 'bottom': ['Th', '8h', '7h']}}","{'placements': [['2s', 'top'], ['7c', 'middle']], 'discards': ['5s'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qh', '2s'], 'middle': ['7d', 'Ad', 'Kc', '7c'], 'bottom': ['Th', '8h', '7h']}}","{'placements': [['2s', 'top'], ['7c', 'middle']], 'discards': ['5s'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qh', '2s'], 'middle': ['7d', 'Ad', 'Kc', '7c'], 'bottom': ['Th', '8h', '7h']}}",19,18,19,False,below_stage8_margin,2.5,0.0,0.9,-1.4002182483673096,0.21759933387483837,0.011737295726329755,-8.205326080322266,legal,15.503200003877282,-27.196164,2026061801000113
m2.5_r0_g0.9,113,ba,2026061801000113,2026061801000113,2026061801000113,T2,T2,second,"{'top': ['Ac', 'As'], 'middle': ['4h', '6h'], 'bottom': ['Qs', 'Qd', 'Qc']}","{'top': ['Qh', '2s'], 'middle': ['7d', 'Ad', 'Kc', '7c'], 'bottom': ['Th', '8h', '7h']}","['Ks', '9h', '6s']","['Qh', '2s', '7d', 'Ad', 'Kc', '7c', 'Th', '8h', '7h', '3s', '8s', '5s']","{'placements': [['Ks', 'bottom'], ['6s', 'middle']], 'discards': ['9h'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Ac', 'As'], 'middle': ['4h', '6h', '6s'], 'bottom': ['Qs', 'Qd', 'Qc', 'Ks']}}","{'placements': [['Ks', 'bottom'], ['6s', 'middle']], 'discards': ['9h'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Ac', 'As'], 'middle': ['4h', '6h', '6s'], 'bottom': ['Qs', 'Qd', 'Qc', 'Ks']}}","{'placements': [['Ks', 'bottom'], ['6s', 'middle']], 'discards': ['9h'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Ac', 'As'], 'middle': ['4h', '6h', '6s'], 'bottom': ['Qs', 'Qd', 'Qc', 'Ks']}}","{'placements': [['Ks', 'bottom'], ['6s', 'middle']], 'discards': ['9h'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Ac', 'As'], 'middle': ['4h', '6h', '6s'], 'bottom': ['Qs', 'Qd', 'Qc', 'Ks']}}",14,14,14,False,same_as_baseline,2.5,0.0,0.9,6.777886867523193,0.653964410091284,0.07654885062547301,17.536453247070312,legal,13.397400005487725,27.196164,2026061801000113
m2.5_r0_g0.9,114,ab,2026061801000114,2026061801000114,2026061801000114,T2,T2,first,"{'top': ['Ac'], 'middle': ['3h', '6s'], 'bottom': ['Jd', 'Jh', 'Ts', 'Th']}","{'top': ['Qc'], 'middle': ['5h', '4s'], 'bottom': ['9c', '9h', '2c', '9d']}","['As', 'Qd', '3d']","['Qc', '5h', '4s', '9c', '9h', '2c', '9d', 'Qh', '8s']","{'placements': [['As', 'top'], ['3d', 'middle']], 'discards': ['Qd'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Ac', 'As'], 'middle': ['3h', '6s', '3d'], 'bottom': ['Jd', 'Jh', 'Ts', 'Th']}}","{'placements': [['As', 'top'], ['3d', 'middle']], 'discards': ['Qd'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Ac', 'As'], 'middle': ['3h', '6s', '3d'], 'bottom': ['Jd', 'Jh', 'Ts', 'Th']}}","{'placements': [['As', 'top'], ['3d', 'middle']], 'discards': ['Qd'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Ac', 'As'], 'middle': ['3h', '6s', '3d'], 'bottom': ['Jd', 'Jh', 'Ts', 'Th']}}","{'placements': [['As', 'top'], ['3d', 'middle']], 'discards': ['Qd'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Ac', 'As'], 'middle': ['3h', '6s', '3d'], 'bottom': ['Jd', 'Jh', 'Ts', 'Th']}}",9,9,9,False,same_as_baseline,2.5,0.0,0.9,4.275146007537842,0.5363859904136017,2.170704447260074,5.727377891540527,legal,14.731100003700703,1.0,2026061801000114
m2.5_r0_g0.9,114,ba,2026061801000114,2026061801000114,2026061801000114,T2,T2,second,"{'top': ['Qc'], 'middle': ['5h', '4s'], 'bottom': ['9c', '9h', '2c', '9d']}","{'top': ['Ac', 'As'], 'middle': ['3h', '6s', '3d'], 'bottom': ['Jd', 'Jh', 'Ts', 'Th']}","['5c', 'Qs', '8h']","['Ac', 'As', '3h', '6s', '3d', 'Jd', 'Jh', 'Ts', 'Th', 'Qh', '8s', 'Qd']","{'placements': [['5c', 'middle'], ['Qs', 'top']], 'discards': ['8h'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qc', 'Qs'], 'middle': ['5h', '4s', '5c'], 'bottom': ['9c', '9h', '2c', '9d']}}","{'placements': [['5c', 'middle'], ['Qs', 'top']], 'discards': ['8h'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qc', 'Qs'], 'middle': ['5h', '4s', '5c'], 'bottom': ['9c', '9h', '2c', '9d']}}","{'placements': [['5c', 'middle'], ['Qs', 'top']], 'discards': ['8h'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qc', 'Qs'], 'middle': ['5h', '4s', '5c'], 'bottom': ['9c', '9h', '2c', '9d']}}","{'placements': [['5c', 'middle'], ['Qs', 'top']], 'discards': ['8h'], 'score': 0.0, 'future_count': 0, 'non_bust_future_count': 0, 'next_board': {'top': ['Qc', 'Qs'], 'middle': ['5h', '4s', '5c'], 'bottom': ['9c', '9h', '2c', '9d']}}",3,3,3,False,same_as_baseline,2.5,0.0,0.9,-0.6016225814819336,0.016815805804888756,2.8251683980767552,3.288945198059082,legal,13.424599979771301,-1.0,2026061801000114
