config_id,seat,hands,ev_per_hand,override_count,decision_count,override_rate
m2.5_r0_g0.85,first,900,-0.003200617777777855,4,900,0.0044444444444444444
m2.5_r0_g0.85,second,900,0.037863022222222216,3,900,0.0033333333333333335
m2.5_r0_g0.9,first,900,-0.003200617777777855,4,900,0.0044444444444444444
m2.5_r0_g0.9,second,900,0.037863022222222216,2,900,0.0022222222222222222
m2.75_r0_g0.85,first,900,-0.003200617777777855,4,900,0.0044444444444444444
m2.75_r0_g0.85,second,900,0.037863022222222216,3,900,0.0033333333333333335
m2.75_r0_g0.9,first,900,-0.003200617777777855,4,900,0.0044444444444444444
m2.75_r0_g0.9,second,900,0.037863022222222216,2,900,0.0022222222222222222
