state_index,audit_groups,rank_high_mc,original_index,action,high_mc_ev,high_mc_se,mc512_ev,mc512_se,predicted_ev,predicted_delta,predicted_delta_reference,predicted_rank_score,is_baseline,is_stage8_candidate,is_model_top1,is_teacher_mc512_best,is_high_mc_best
818,fired_teacher,24,23,"9c->bottom,As->bottom; discard=Ad",-10.246081412109374,0.14321832156477457,-10.476608484375,0.40730036786653373,-10.791105270385742,-10.00708293914795,-10.060331344604492,-19.10211181640625,False,False,False,False,False
3186,fired_teacher|suspected_false_positive,1,5,"8d->bottom,Qc->top; discard=2h",27.30136774804687,0.12330051630483485,27.562239562499997,0.33821073090846054,27.552547454833984,13.411746978759766,13.034627914428711,2.0625,False,False,False,False,True
3186,fired_teacher|suspected_false_positive,2,6,"8d->bottom,Qc->middle; discard=2h",27.260242291992185,0.11852012607226242,27.6427008203125,0.32026384397692403,27.027496337890625,13.42988395690918,13.084836959838867,1.5418710708618164,False,False,False,True,False
3186,fired_teacher|suspected_false_positive,3,14,"8d->bottom,2h->middle; discard=Qc",27.23234832128906,0.1142084115821301,27.3829351953125,0.31748779718843534,27.902324676513672,13.750783920288086,13.353864669799805,1.7414588928222656,False,False,True,False,False
3186,fired_teacher|suspected_false_positive,4,13,"8d->bottom,2h->top; discard=Qc",27.16155115722656,0.13114609225895582,27.492347656249997,0.35713731272983223,26.58972930908203,12.864627838134766,12.526119232177734,0.9495930671691895,False,False,False,False,False
3186,fired_teacher|suspected_false_positive,5,15,"8d->bottom,2h->bottom; discard=Qc",27.13115384082031,0.12694548729142022,27.4610601953125,0.3518497223926391,26.90239715576172,13.340154647827148,13.023313522338867,1.1957979202270508,False,False,False,False,False
3186,fired_teacher|suspected_false_positive,6,7,"8d->bottom,Qc->bottom; discard=2h",26.919463057617186,0.14649567726157972,26.856470093749998,0.41209458469393284,27.07076644897461,13.794900894165039,13.477882385253906,2.0479044914245605,False,True,False,False,False
3186,fired_teacher|suspected_false_positive,7,12,"8d->middle,2h->bottom; discard=Qc",14.3608801328125,0.2301170742539489,14.0948756171875,0.6622461142659644,13.688441276550293,0.7960400581359863,0.7720389366149902,-7.801399230957031,False,False,False,False,False
3186,fired_teacher|suspected_false_positive,8,20,"Qc->middle,2h->bottom; discard=8d",14.277618814453124,0.22901181076776753,14.353416921874999,0.6529272494790859,13.618865013122559,-0.13229036331176758,-0.10129594802856445,-8.194706916809082,False,False,False,False,False
3186,fired_teacher|suspected_false_positive,9,22,"Qc->bottom,2h->middle; discard=8d",14.244975275390624,0.23155867014939027,13.6625061875,0.650806242502771,13.939440727233887,0.23377037048339844,0.22035741806030273,-7.588849067687988,False,False,False,False,False
